,name,sex,dob,zip,citizenship,marital_status,last_voted
1084,"al-Abraham, Fareed",Male,1971-12-06,2200,Denmark,Married/separated,2
1085,"Mark, Yeon",Female,1964-09-12,2300,Denmark,Married/separated,2
1086,"Jones, Nathan",Male,1959-09-10,2400,Denmark,Married/separated,0
1087,"Miller, Victor",Male,1957-06-15,2400,Denmark,Married/separated,0
1088,"Burger, Alisha",Female,1959-03-09,2300,Denmark,Divorced,0
1089,"Dawson, Hailey",Female,1966-08-07,2300,Denmark,Divorced,0
1090,"el-Shams, Aaisha",Female,1965-09-03,2200,Denmark,Married/separated,0
1091,"Guerrero, Anthony",Male,1958-09-28,2200,Iran,Married/separated,0
1092,"Sloniker, Morgan",Female,1963-01-04,2400,Denmark,Divorced,2
1093,"Day, Frances",Female,1955-10-24,2400,Denmark,Married/separated,0
1094,"Wing, Aryan",Female,1972-04-25,2200,Denmark,Married/separated,2
1095,"Spensieri, Domenic",Male,1955-03-13,2300,Denmark,Married/separated,2
1096,"Johnson, Abdul-Jaleel",Male,1967-05-13,2400,Denmark,Never married,2
1097,"Olguin, Makari",Male,1955-08-18,2400,Denmark,Widowed,0
1098,"Weaver, Kevin",Male,1972-07-25,2400,Russia,Married/separated,2
1099,"al-Nour, Humaidaan",Male,1969-04-09,2300,Denmark,Married/separated,0
1100,"Ryan, Mikayla",Female,1962-02-23,2200,Denmark,Divorced,0
1101,"Prather, Shawn",Male,1959-09-27,2200,Denmark,Never married,0
1102,"Maldonado, Jenevie",Female,1972-02-06,2200,Denmark,Divorced,0
1103,"Mcquaid, Marisella",Female,1964-05-27,2400,Denmark,Married/separated,2
1104,"Padilla, Dale",Male,1966-10-31,2200,Denmark,Never married,0
1105,"Bruner, Joseph",Male,1956-08-01,2200,Denmark,Never married,0
1106,"el-Bina, Shamaail",Female,1966-08-01,2400,Denmark,Never married,0
1107,"Lee, Mia",Female,1963-05-22,2400,Poland,Divorced,2
1108,"Estrada, Brandy",Female,1956-08-04,2200,Denmark,Divorced,0
1109,"Santistevan, Jonathan",Male,1957-12-17,2400,Bosnia and Herzegovina,Divorced,0
1110,"Nguyen, Kea",Female,1963-12-31,2300,Denmark,Divorced,2
1111,"Osman, Joseph",Male,1967-01-04,2400,Denmark,Married/separated,0
1112,"Gutierrez, Luis",Male,1961-10-29,2300,Denmark,Never married,0
1113,"Lufkin, Julie",Female,1955-08-03,2200,Denmark,Never married,0
1114,"Fang, Conni",Female,1960-11-02,2400,Yugoslavia,Never married,0
1115,"Olguin, Cassandra",Female,1961-12-14,2100,Denmark,Married/separated,0
1116,"Ordunez, John",Male,1958-01-24,2200,Denmark,Married/separated,0
1117,"Truong, Derek",Male,1963-01-13,2400,Denmark,Never married,0
1118,"Norman, Charles",Male,1967-07-04,2300,Denmark,Married/separated,2
1119,"Romero, Mathew",Male,1970-05-05,2400,Denmark,Divorced,2
1120,"Mercado Espinosa, Alondra",Female,1971-02-16,2200,Denmark,Never married,0
1121,"Gomez-Garza, Sonia",Female,1963-11-11,2400,Denmark,Married/separated,0
1122,"al-Kader, Zaid",Male,1971-06-12,2200,Switzerland,Never married,0
1123,"Lasalle, Jazalyn",Female,1969-10-04,2400,Denmark,Married/separated,0
1124,"Carlos, Caleb",Male,1961-10-25,2400,Italy,Married/separated,0
1125,"Moses, Chelsea",Female,1962-08-05,2300,Denmark,Divorced,0
1126,"Batsaihan, Aspen",Female,1968-01-14,2200,Denmark,Divorced,2
1127,"Adair, Jessica",Female,1963-09-06,2400,Denmark,Married/separated,0
1128,"Wade, Roman",Male,1969-12-21,2400,Denmark,Never married,0
1129,"Mascotti, Akila",Female,1972-09-11,2400,Denmark,Never married,2
1130,"Hunt, Meghann",Female,1969-04-04,2400,Denmark,Divorced,0
1131,"el-Muhammad, Maazin",Male,1972-08-15,2400,Denmark,Married/separated,0
1132,"Zeng, Mengyi",Female,1967-12-15,2400,Denmark,Divorced,0
1133,"Walker, Remington",Male,1954-08-27,2300,Poland,Married/separated,0
1134,"Kirn, Tyson",Male,1959-05-04,2200,Denmark,Married/separated,0
1135,"Kaska, Zachary",Male,1963-06-21,2100,Denmark,Married/separated,0
1136,"al-Maroun, Fawzi",Male,1971-11-14,2300,Germany,Divorced,0
1137,"Defurio, Chase",Male,1969-11-19,2200,Denmark,Never married,0
1138,"el-Abbasi, Idrees",Male,1964-04-21,2400,Denmark,Married/separated,2
1139,"Hernandez, Rose",Female,1971-08-09,2300,Afghanistan,Never married,2
1140,"Rohlfs, Sarah",Female,1959-03-20,2400,Denmark,Divorced,2
1141,"Mcafee, Johnathan",Male,1965-07-08,2400,Denmark,Never married,0
1142,"Harrison, Monique",Female,1966-09-04,2200,Denmark,Married/separated,0
1143,"al-Huq, Ramza",Female,1970-08-28,2400,Denmark,Never married,2
1144,"Cheadle, Imani",Female,1961-10-07,2400,Denmark,Married/separated,0
1145,"Estrada, Jazmin",Female,1971-12-18,2100,Denmark,Divorced,0
1146,"Ford, Malachi",Male,1972-07-08,2200,Denmark,Never married,0
1147,"Wallace, Tanner",Male,1969-01-12,2400,Denmark,Married/separated,2
1148,"Jauch, Chandler",Female,1963-03-10,2400,Denmark,Never married,0
1149,"Perry, Hunter",Male,1963-07-12,2300,Denmark,Married/separated,0
1150,"Calhoun, Jemal",Male,1970-09-02,2200,Denmark,Married/separated,2
1151,"al-Badie, Muaaid",Male,1956-01-17,2400,Denmark,Divorced,2
1152,"O Hagan, Stephen",Male,1967-10-25,2300,Denmark,Married/separated,0
1153,"Sharma, Na'Inoa",Male,1956-08-19,2100,Denmark,Married/separated,0
1154,"Oster, Kianna",Female,1970-12-12,2400,Denmark,Married/separated,0
1155,"Cardiel, Unity",Female,1964-01-01,2100,Denmark,Married/separated,0
1156,"Rogers, Timothy",Male,1966-12-12,2400,United Kingdom,Divorced,0
1157,"el-Mustafa, Lateefa",Female,1970-04-28,2300,Denmark,Divorced,2
1158,"Daniels, Vinay",Male,1961-01-06,2300,Denmark,Divorced,0
1159,"Youtman, Taylor",Female,1958-10-26,2300,Denmark,Married/separated,0
1160,"Goldman, Ishi",Male,1966-10-02,2400,Denmark,Divorced,0
1161,"Chen, Lisa",Female,1965-10-21,2400,Denmark,Never married,0
1162,"Taylor Jr, Jeffery",Male,1964-03-10,2200,Denmark,Married/separated,0
1163,"Martinez, Catia",Female,1964-10-23,2400,Denmark,Divorced,0
1164,"Whitt, Danny",Male,1963-06-20,2300,Denmark,Married/separated,0
1165,"Kimble, Leah",Female,1972-10-05,2400,Denmark,Never married,2
1166,"Chapman, Derek",Male,1969-05-26,2400,Denmark,Married/separated,0
1167,"Macdonald, Sydney",Female,1957-01-13,2400,Denmark,Married/separated,2
1168,"el-Jaffer, Haaroon",Male,1956-10-01,2300,Denmark,Married/separated,0
1169,"Gilbert, Richard",Male,1961-05-10,2400,Denmark,Divorced,2
1170,"Jones, Jordynne",Female,1961-03-30,2400,Denmark,Divorced,0
1171,"Sanchez, Isaac",Male,1959-12-20,2400,Denmark,Married/separated,0
1172,"Kunimune, Tony",Male,1965-03-18,2400,Denmark,Married/separated,0
1173,"Truong, Eunice",Female,1967-10-05,2400,Denmark,Never married,0
1174,"Guill, Ariana",Female,1959-12-23,2200,Denmark,Married/separated,0
1175,"Zahn, Jasmine",Female,1972-12-25,2300,Denmark,Never married,0
1176,"el-Shahidi, Muntaha",Female,1972-03-09,2100,Denmark,Married/separated,0
1177,"Hammond, Vanessa",Female,1954-08-16,2300,Denmark,Divorced,0
1178,"al-Kassem, Sham'a",Female,1957-07-29,2100,Denmark,Married/separated,0
1179,"el-Kaleel, Haamida",Female,1966-04-14,2300,Denmark,Divorced,0
1180,"May, Alexis",Female,1972-06-28,2200,Denmark,Divorced,0
1181,"el-Mahmoud, Numair",Male,1965-07-11,2300,Denmark,Married/separated,0
1182,"Yussufu, Nile",Male,1973-06-10,2200,Denmark,Married/separated,0
1183,"el-Jama, Sameeha",Female,1966-10-07,2300,Denmark,Never married,2
1184,"Towne, Renee",Female,1971-09-16,2400,Denmark,Never married,0
1185,"Park, Savanna",Female,1960-01-05,2400,Denmark,Married/separated,0
1186,"Palmier, Marisa",Female,1965-07-18,2400,Denmark,Married/separated,2
1187,"Hicks, Devin",Male,1971-08-24,2400,Denmark,Married/separated,0
1188,"Truesdale, Diamond",Female,1963-09-05,2300,Denmark,Married/separated,0
1189,"Pourier, Shaheila",Female,1963-07-17,2300,Denmark,Married/separated,2
1190,"Chavez, John",Male,1966-01-22,2400,Denmark,Married/separated,2
1191,"Zamora, Brandon",Male,1962-03-06,2300,Denmark,Never married,0
1192,"Zeller, Nicholas",Male,1964-12-04,2300,Denmark,Never married,0
1193,"el-Rehman, Taiseer",Male,1955-06-16,2200,Denmark,Married/separated,0
1194,"al-Basa, Jalaal",Male,1960-03-04,2300,Denmark,Married/separated,0
1195,"Cross, Elijah",Male,1972-09-02,2200,Denmark,Never married,0
1196,"Sampron, Anissa",Female,1961-02-21,2200,Denmark,Married/separated,2
1197,"Pham, Kiana",Female,1955-03-21,2400,Denmark,Married/separated,0
1198,"Rubio, Michaela",Female,1971-03-08,2300,Denmark,Married/separated,0
1199,"Terrell, Shawn",Male,1967-05-19,2400,Denmark,Married/separated,0
1200,"Thomas, Patrick",Male,1956-05-03,2400,Denmark,Divorced,2
1201,"Hoots, William",Male,1957-06-07,2300,Denmark,Never married,2
1202,"Luevano, Joshua",Male,1961-10-22,2200,Denmark,Divorced,0
1203,"Campbell, Cody",Male,1973-02-05,2300,Denmark,Married/separated,0
1204,"Bonilla, Jose",Male,1965-02-08,2200,Denmark,Married/separated,0
1205,"Robertson, Gabrielle",Female,1972-07-28,2300,Denmark,Divorced,0
1206,"Goodbear, Rebecca",Female,1957-04-16,2400,Romania,Divorced,0
1207,"Krien, Sereno",Male,1954-07-02,2200,Denmark,Married/separated,0
1208,"Lopez, Justine",Female,1968-03-07,2300,Denmark,Divorced,2
1209,"Garcia, Priscilla",Female,1957-07-22,2300,Denmark,Married/separated,0
1210,"Matthew, Jyansea",Female,1962-02-28,2300,Denmark,Married/separated,0
1211,"Mitchell, Silvano",Male,1971-02-15,2300,Armenia,Never married,0
1212,"Alegria, Anita",Female,1962-06-25,2300,Denmark,Married/separated,0
1213,"al-Saber, Musfira",Female,1966-01-28,2400,Denmark,Married/separated,0
1214,"al-Pour, Sabaaha",Female,1967-04-16,2200,Denmark,Divorced,2
1215,"al-Asmar, Jaleela",Female,1956-10-11,2200,Denmark,Married/separated,2
1216,"Tacquard, Megan",Female,1965-12-16,2400,Denmark,Divorced,0
1217,"Dean, Monica",Female,1970-09-16,2400,Denmark,Divorced,2
1218,"Tran, Jonathan",Male,1963-01-17,2400,Denmark,Married/separated,0
1219,"Shaw, Preston",Male,1956-03-24,2200,Denmark,Married/separated,0
1220,"Dreasher, Charles",Male,1965-01-10,2300,Denmark,Married/separated,0
1221,"Sullivan, Loretta",Female,1973-06-29,2100,Denmark,Married/separated,0
1222,"Aragon, Steven",Male,1967-04-11,2400,Denmark,Divorced,0
1223,"Gatlin, Savannah",Female,1957-12-13,2300,Denmark,Never married,0
1224,"Herrera, Saul",Male,1967-07-19,2300,Denmark,Never married,2
1225,"Chavez, Frankie",Male,1960-01-03,2300,Denmark,Divorced,2
1226,"Ojeda, Arely",Female,1967-09-29,2400,Denmark,Married/separated,0
1227,"Generalao, Seth",Male,1965-12-26,2300,Denmark,Married/separated,0
1228,"Bell, Hayden",Male,1973-06-08,2400,Denmark,Never married,0
1229,"Archuleta, Joshua",Male,1956-12-12,2300,"Yugoslavia, Federal Republic",Never married,0
1230,"Lopez Cardenas, Miranda",Female,1970-05-13,2400,Denmark,Married/separated,2
1231,"Suarez Luna, Daesha",Female,1963-01-16,2200,Denmark,Married/separated,2
1232,"Yan, Thu Anh",Female,1956-08-14,2300,Denmark,Married/separated,0
1233,"Morford, Frank",Male,1973-07-09,2200,Denmark,Married/separated,2
1234,"Shreffler, Spencer",Male,1970-02-23,2400,Denmark,Married/separated,0
1235,"White, Anthony",Male,1963-08-27,2200,Denmark,Divorced,0
1236,"Franklin, Melanie",Female,1973-09-05,2200,Denmark,Never married,0
1237,"Mccaney, Tyler",Male,1959-09-07,2400,Denmark,Married/separated,0
1238,"el-Majid, Khawla",Female,1972-07-10,2300,Denmark,Never married,0
1239,"Bacon-Maldonado, Shamika",Female,1961-03-03,2400,Denmark,Widowed,0
1240,"Moran, Cassiopeia",Female,1973-04-10,2200,Denmark,Divorced,0
1241,"Joe, Daniel",Male,1958-06-20,2200,Denmark,Married/separated,2
1242,"Seeley, Jorge",Male,1969-05-07,2400,Denmark,Married/separated,0
1243,"Ghosh, Ishan",Male,1971-04-24,2300,Denmark,Married/separated,0
1244,"Prasad, Mckinley",Male,1973-01-30,2100,Denmark,Divorced,0
1245,"Parent, Catarina",Female,1957-04-27,2200,Denmark,Married/separated,0
1246,"Buffone, Robert",Male,1967-09-21,2300,Denmark,Never married,0
1247,"Nieto, Cristian",Male,1936-01-06,2300,Denmark,Married/separated,0
1248,"Huffman, Brooke",Female,1944-07-04,2200,Denmark,Widowed,0
1249,"Allen, Dakota",Female,1950-03-12,2400,Denmark,Married/separated,0
1250,"Clark, Amanda",Female,1935-08-06,2100,Denmark,Widowed,0
1251,"Vue, Kevin",Male,1929-04-22,2400,Denmark,Widowed,0
1252,"Espinosa, Justis",Female,1920-05-05,2400,Denmark,Widowed,0
1253,"Mattice, Gilbert",Male,1939-11-26,2100,Denmark,Widowed,2
1254,"Ortiz, Kiona",Female,1978-12-14,2200,Romania,Married/separated,2
1255,"Dodd, Brandi",Female,1957-11-28,2300,Denmark,Married/separated,2
1256,"el-Pasha, Rasheeqa",Female,1970-06-17,2300,Denmark,Married/separated,0
1257,"Sanchez-Garcia, Bernardino",Male,1938-03-09,2300,Denmark,Married/separated,0
1258,"Shaw, Sydney",Female,1954-04-04,2400,Denmark,Widowed,2
1259,"Hoover, Angelina",Female,1969-02-25,2400,Denmark,Married/separated,0
1260,"Silos, Marisa",Female,1954-12-21,2300,Turkey,Married/separated,0
1261,"Ford, Ceirra",Female,1945-06-01,2300,Norway,Married/separated,0
1262,"Clark, Martin",Male,1928-04-17,2400,Denmark,Divorced,0
1263,"Gonzales, Jennifer",Female,1946-01-26,2300,Spain,Married/separated,0
1264,"Chang, Domenic",Male,1955-06-01,2300,Denmark,Married/separated,0
1265,"Segovia, Kathy",Female,1969-12-24,2200,Denmark,Never married,2
1266,"Hite, Allysia",Female,1929-11-14,2400,Denmark,Married/separated,0
1267,"Renz, Breanna",Female,1941-10-13,2400,Denmark,Divorced,0
1268,"el-Faris, Bakar",Male,1958-10-16,2400,Denmark,Married/separated,0
1269,"Mckellips, Royce",Male,1940-01-23,2300,Denmark,Married/separated,2
1270,"White, Deirdre",Female,1958-02-24,2200,Denmark,Married/separated,0
1271,"Van Dyke, Sayra",Female,1966-11-12,2200,Denmark,Married/separated,2
1272,"Torres, Tyler",Male,1962-08-05,2100,Denmark,Married/separated,0
1273,"Earnest, Ayesha",Female,1966-03-13,2400,Denmark,Divorced,0
1274,"Lucero, Sonia",Female,1986-10-17,2200,Denmark,Never married,0
1275,"Strader, Noah",Male,1955-07-15,2400,Denmark,Never married,0
1276,"Oster, Alisha",Female,1957-04-14,2200,Denmark,Never married,2
1277,"el-Sattar, Badraan",Male,1962-12-25,2100,Denmark,Married/separated,0
1278,"Ardito, Thanh-Phong",Male,1932-03-08,2200,Denmark,Married/separated,0
1279,"al-Sheikh, Afraah",Female,1931-03-13,2200,Denmark,Widowed,2
1280,"Candia, Emily",Female,1962-05-11,2300,Denmark,Never married,0
1281,"Houghton, Aubrey",Female,1921-09-15,2100,Denmark,Widowed,0
1282,"Bayless, Tavien",Male,1960-06-16,2200,Denmark,Divorced,2
1283,"Pelster, Julia",Female,1945-10-14,2100,Denmark,Married/separated,2
1284,"San, Rebecca",Female,1947-11-15,2300,Denmark,Married/separated,0
1285,"Jung, Tobby",Male,1935-04-20,2300,Denmark,Widowed,0
1286,"Ordonez, Gloria",Female,1941-02-24,2400,Denmark,Married/separated,0
1287,"Yong, Jacky",Male,1938-04-22,2200,Denmark,Married/separated,0
1288,"Newson, Jasmine",Female,1950-02-09,2300,Pakistan,Never married,0
1289,"Sanders-Johnson, Javon",Male,1920-09-22,2400,Germany,Widowed,0
1290,"Blanton, Michele",Female,1956-04-03,2200,Denmark,Never married,0
1291,"Ponce, Dominique",Female,1918-08-05,2300,Denmark,Never married,2
1292,"al-Lodi, Kanaan",Male,1939-03-09,2200,Denmark,Divorced,2
1293,"Martin, Kari",Female,1945-06-01,2200,Denmark,Married/separated,0
1294,"Maltos, Ethan",Male,1959-08-22,2200,Denmark,Married/separated,2
1295,"Anaya, Justin",Male,1919-06-18,2200,Turkey,Widowed,2
1296,"Davidson, Patrick",Male,1957-06-18,2400,Denmark,Married/separated,0
1297,"Valdez, Josue",Male,1934-04-04,2300,Denmark,Widowed,0
1298,"Loftis, Johnny",Male,1959-10-31,2200,Denmark,Never married,0
1299,"Sorenson, Sarah",Female,1968-08-01,2300,Denmark,Married/separated,0
1300,"Brizzie, Elizabeth",Female,1936-01-28,2400,Denmark,Married/separated,0
1301,"Alger, Prettyboy",Male,1949-12-09,2200,Denmark,Divorced,0
1302,"Taylor, Ashleigh",Female,1963-04-01,2300,Denmark,Married/separated,2
1303,"Roubideaux, Nicholas",Male,1962-09-26,2400,Denmark,Divorced,2
1304,"Hubersberger, Mariah",Female,1977-08-17,2200,Denmark,Divorced,0
1305,"Saucedo, Kennia",Female,1919-08-27,2300,Denmark,Widowed,0
1306,"Dagher, Cole",Male,1941-03-21,2400,Denmark,Divorced,0
1307,"Weasel Bear, Michael",Male,1956-11-25,2200,Denmark,Married/separated,0
1308,"Amore, Joshua",Male,1923-03-13,2200,Denmark,Widowed,0
1309,"Woznicki, Joann",Female,1961-06-30,2400,Denmark,Married/separated,0
1310,"Vang, Jeffrey",Male,1944-01-24,2400,Denmark,Married/separated,0
1311,"Landis, Brandon",Male,1935-07-30,2400,Denmark,Married/separated,2
1312,"Lopez, Devin",Male,1946-02-22,2400,Denmark,Married/separated,2
1313,"Smith, Haley",Female,1949-05-08,2200,Poland,Married/separated,0
1314,"Combest, Dustin",Male,1974-11-13,2400,Denmark,Never married,0
1315,"Sober, Corie",Male,1960-07-16,2300,Denmark,Married/separated,0
1316,"Kim, Zachary",Male,1955-06-05,2200,Denmark,Married/separated,0
1317,"Mascarenhas, Jae",Male,1945-12-28,2400,Denmark,Married/separated,0
1318,"Harris, Samuel",Male,1939-10-13,2300,Denmark,Widowed,0
1319,"el-Assaf, Naaif",Male,1946-03-28,2200,Denmark,Married/separated,0
1320,"Pena, Cristian",Male,1943-03-28,2300,Denmark,Married/separated,2
1321,"Pena, Cheyenne",Female,1958-05-17,2400,Denmark,Never married,0
1322,"Pereira, Billy",Male,1946-12-15,2400,Denmark,Divorced,0
1323,"Garcia, Risa",Female,1957-10-01,2400,Netherlands,Married/separated,0
1324,"Maestas, Paul",Male,1940-04-25,2400,Romania,Married/separated,0
1325,"Brooks, Auza",Female,1936-07-08,2400,Denmark,Divorced,2
1326,"Bigthumb, Luisa",Female,1954-12-04,2400,Denmark,Divorced,0
1327,"al-Abdou, Rajaa",Male,1963-01-10,2200,Denmark,Married/separated,0
1328,"al-Momin, Mushtaaqa",Female,1935-05-05,2200,Denmark,Married/separated,2
1329,"Balogh, Rhemedio",Male,1937-12-28,2300,Denmark,Married/separated,2
1330,"Pozek, Kaitlyn",Female,1958-04-25,2400,Denmark,Married/separated,2
1331,"el-Mohammad, Jaadallah",Male,1947-10-31,2300,Denmark,Divorced,0
1332,"Baker, Sara",Female,1920-05-15,2400,Turkey,Widowed,0
1333,"Muya, Deiondre",Male,1959-01-21,2400,Denmark,Never married,2
1334,"Hickman, Alexander",Male,1943-09-10,2200,Denmark,Married/separated,0
1335,"Rodriguez, Grecia",Female,1956-11-17,2200,Denmark,Married/separated,0
1336,"Scholes, Alyssa",Female,1955-07-26,2400,Philippines,Never married,0
1337,"Sommer, Amber",Female,1948-12-29,2400,Denmark,Married/separated,0
1338,"Bramble, Matthew",Male,1973-09-09,2400,Denmark,Never married,0
1339,"Hope Crichlow, Tonio",Male,1959-02-02,2300,Germany,Married/separated,0
1340,"Harewood-Millington, Semhal",Female,1947-05-04,2300,Iceland,Widowed,0
1341,"Barnes, Simon",Male,1973-07-09,2200,Denmark,Divorced,2
1342,"Neal, Shawntay",Female,1957-03-30,2200,Denmark,Divorced,0
1343,"Watts, Ashley",Female,1946-06-02,2400,Denmark,Married/separated,0
1344,"Corona Fuentes, Yesenia",Female,1943-10-08,2300,Denmark,Married/separated,2
1345,"al-Malek, Rumaana",Female,1986-10-08,2300,Denmark,Never married,0
1346,"Vo, Tmorchi",Male,1954-03-09,2300,Denmark,Married/separated,2
1347,"Hernandez, Tania",Female,1973-06-17,2400,Denmark,Never married,0
1348,"Martinez, Desiree",Female,1941-09-01,2200,Denmark,Married/separated,0
1349,"Smith, Cailinanne",Female,1958-12-10,2300,Denmark,Never married,0
1350,"Aya, Shelly",Female,1967-12-08,2300,Thailand,Married/separated,2
1351,"Johnson, Carmela",Female,1957-03-24,2200,Denmark,Divorced,0
1352,"el-Ghani, Asghar",Male,1942-09-06,2200,Denmark,Married/separated,0
1353,"Wehner, Kyle",Male,1960-08-07,2300,Denmark,Never married,0
1354,"Pahlavan, Hyun Seok",Male,1921-03-30,2300,Denmark,Widowed,0
1355,"Dabeet, Chasity",Female,1947-04-08,2300,Denmark,Married/separated,0
1356,"Richards, Connal",Male,1948-06-03,2400,Denmark,Divorced,2
1357,"el-Ghazal, Aarif",Male,1970-09-05,2200,Denmark,Married/separated,2
1358,"Tzeng, My Duyen",Female,1942-04-26,2100,Denmark,Divorced,2
1359,"Liam, Kelsey",Female,1947-07-13,2400,Denmark,Married/separated,0
1360,"Lewis, Simran",Female,1953-11-20,2400,Denmark,Divorced,0
1361,"el-Shareef, Jumaana",Female,1953-07-18,2100,Denmark,Divorced,0
1362,"Villegas, Jesus",Male,1953-10-04,2400,Denmark,Married/separated,0
1363,"Vang, Emelie",Female,1967-08-16,2400,Denmark,Divorced,2
1364,"Sanchez, Mariah",Female,1938-05-06,2400,Denmark,Widowed,0
1365,"el-Ishak, Muneefa",Female,1924-08-08,2200,Denmark,Never married,0
1366,"Wilkerson, Allison",Female,1930-09-22,2200,Denmark,Widowed,0
1367,"Chee, Stephanie",Female,1962-06-18,2200,Denmark,Divorced,0
1368,"Jugert, Marcos",Male,1953-08-27,2400,Denmark,Married/separated,0
1369,"Sayhouse, Alfred",Male,1940-02-07,2400,Denmark,Married/separated,0
1370,"el-Shad, Raihaana",Female,1956-10-19,2400,Denmark,Married/separated,0
1371,"Guzman, Kayla",Female,1951-09-04,2200,Denmark,Divorced,0
1372,"Lee, Tergel",Female,1950-03-11,2400,Germany,Married/separated,0
1373,"Araujo-Vazquez, Ruben",Male,1969-01-08,2400,Denmark,Married/separated,0
1374,"Sengdara, Nishika",Female,1950-10-28,2300,Denmark,Married/separated,2
1375,"Fox, Prisca",Female,1941-08-01,2300,Denmark,Widowed,0
1376,"Ho, Kyle",Male,1937-09-06,2100,Denmark,Married/separated,0
1377,"Berg, James",Male,1947-07-22,2300,Denmark,Divorced,0
1378,"Hegna, Rosalie",Female,1964-01-31,2300,Denmark,Never married,0
1379,"Ellington, Raliya",Female,1943-03-15,2400,Denmark,Married/separated,2
1380,"Caughey, Patrick",Male,1960-02-19,2300,Denmark,Married/separated,0
1381,"Che, Zachary",Male,1959-04-06,2200,Denmark,Married/separated,0
1382,"al-Darwish, Shaheer",Male,1947-06-11,2300,Denmark,Married/separated,2
1383,"al-Saad, Waseem",Male,1970-03-10,2400,Denmark,Never married,0
1384,"Johnson, Adam",Male,1956-02-06,2200,Denmark,Divorced,2
1385,"Brott, Clayton",Male,1936-06-11,2400,Denmark,Married/separated,0
1386,"Thao, Alysia",Female,1949-04-30,2200,Denmark,Never married,2
1387,"Perry, Tokiya",Male,1983-01-04,2100,Denmark,Married/separated,0
1388,"Rubalcaba, Mayra",Female,1947-01-10,2300,Denmark,Married/separated,2
1389,"al-Ghani, Qaaida",Female,1943-12-02,2400,Denmark,Widowed,0
1390,"el-Waheed, Laaiqa",Female,1967-06-09,2200,Denmark,Divorced,2
1391,"Rivera, Ralph Patrick",Male,1973-01-20,2400,Denmark,Married/separated,0
1392,"Martin, Brianna",Female,1974-03-09,2200,Denmark,Married/separated,2
1393,"Ruybal, Rito",Male,1958-03-30,2400,Denmark,Married/separated,0
1394,"Camacho, Joey",Male,1945-12-22,2400,Denmark,Widowed,2
1395,"White, Deisha",Female,1948-12-28,2400,Denmark,Married/separated,0
1396,"Baker, Travis",Male,1975-01-06,2200,Denmark,Married/separated,0
1397,"Oskarsson, Jelicha",Female,1936-08-11,2300,Lithuania,Never married,0
1398,"Vu, Carl Levi",Male,1960-09-21,2200,Denmark,Married/separated,2
1399,"Vo, Lauren",Female,1955-08-14,2200,Denmark,Married/separated,0
1400,"Little, Daniel",Male,1948-04-01,2400,Denmark,Divorced,2
1401,"al-Moradi, Nizaam",Male,1932-12-27,2400,Denmark,Married/separated,0
1402,"Moselina, Kevin",Male,1945-04-22,2400,Denmark,Married/separated,0
1403,"al-Turay, Shamaail",Female,1952-03-20,2200,Denmark,Married/separated,2
1404,"Hauptli, Jared",Male,1922-09-06,2400,Denmark,Widowed,0
1405,"Benally, Kaylie",Female,1966-09-17,2200,Denmark,Divorced,0
1406,"Herman, Caitlin",Female,1918-09-07,2400,Denmark,Widowed,0
1407,"Evangelista Jr, Lacey",Female,1964-02-10,2300,Denmark,Married/separated,0
1408,"Juel, Tyler",Male,1942-05-06,2200,Denmark,Married/separated,0
1409,"el-Hamid, Afnaan",Female,1962-02-18,2400,Denmark,Married/separated,0
1410,"Bruce, Leo",Male,1942-02-19,2400,Denmark,Married/separated,2
1411,"Bustos-Campos, Jasmine",Female,1953-11-25,2200,Denmark,Widowed,0
1412,"Moya, Isaiah",Male,1943-05-16,2200,Denmark,Married/separated,0
1413,"Allen, Maggie Rose",Female,1935-09-14,2400,Denmark,Married/separated,2
1414,"Zaman, Nicolette",Female,1940-11-22,2200,Denmark,Married/separated,2
1415,"Carbajal Clark, Elijah",Male,1938-04-29,2400,Denmark,Married/separated,0
1416,"Huelsman, Andrew",Male,1936-12-06,2400,Denmark,Married/separated,0
1417,"Xiong, Christopher",Male,1952-02-06,2200,Denmark,Never married,0
1418,"Hunter, Aleksander",Male,1941-07-26,2300,Denmark,Married/separated,0
1419,"Pakpahan, Kelly",Female,1953-12-24,2100,Denmark,Divorced,0
1420,"Nguyen, Chloe",Female,1934-09-10,2200,Denmark,Widowed,0
1421,"Mayfield, Abel",Male,1951-06-18,2200,Denmark,Married/separated,2
1422,"Cave, Jarrett",Male,1956-10-11,2400,Denmark,Married/separated,0
1423,"House, Jeremiah",Male,1955-11-06,2400,Denmark,Never married,2
1424,"Martinez, Rachael",Female,1939-10-27,2200,Denmark,Married/separated,0
1425,"Whitney, Ruben",Male,1940-01-29,2400,Iceland,Divorced,2
1426,"al-Dawood, Nawaal",Female,1960-04-18,2400,Denmark,Married/separated,2
1427,"Martinez Flood, James",Male,1957-07-14,2400,Denmark,Married/separated,0
1428,"el-Matar, Tuhfa",Female,1965-02-06,2300,Denmark,Married/separated,0
1429,"al-Sharif, Saleel",Male,1948-09-22,2400,Denmark,Widowed,2
1430,"Green, Ashanta",Female,1959-01-22,2200,Denmark,Never married,2
1431,"Shirley, Kaitlin",Female,1927-12-03,2400,Denmark,Married/separated,0
1432,"Radford, Monique",Female,1947-07-27,2400,Denmark,Never married,0
1433,"King, Sophia",Female,1977-08-23,2200,Denmark,Married/separated,0
